Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Rating_InternetMovieDatabase,Error,Rating_RottenTomatoes,Rating_Metacritic,Season,Episode,seriesID,totalSeasons
No Greater Love,2015,TV-14,10 Nov 2017,94 min,Documentary,Justin Roberts,"Justin Roberts, Alan Wain","Gene Delgado, Jameson Lindskog","No Greater Love explores a combat deployment through the eyes of an Army chaplain, as he and his men fight their way through a hellish tour in one of the most dangerous places in Afghanistan and then as they struggle to reintegrat...",English,"United States, Afghanistan",9 wins,https://m.media-amazon.com/images/M/MV5BYjhhODIzYjUtYWJhYi00MGEyLWI4ZjQtMzA3YTY0OTZhM2YxXkEyXkFqcGc@._V1_SX300.jpg,85,7.3,249,tt4687782,movie,N/A,"$30,247",N/A,N/A,True,7.3/10,,100%,85/100,,,,
No Greater Love,2009,N/A,29 Dec 2010,100 min,Documentary,Michael Whyte,N/A,"Mary of St. Philip, Mary of the Immaculate Conception, Mary of Christ","View the pace of life at the Monastery of the Most Holy Trinity in Notting Hill, home to a cloistered order of Carmelite nuns.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMTk2ODc0NTAwMV5BMl5BanBnXkFtZTcwMzU5NzYzNw@@._V1_SX300.jpg,N/A,7.4,66,tt1438204,movie,N/A,N/A,N/A,N/A,True,7.4/10,,,,,,,
No Greater Love,2005,Not Rated,22 Sep 2005,17 min,"Short, Drama",Arthur Rasco,"Arthur Rasco, Hanna Rasco, Michael Scranton","Michael Scranton, Becca Daugherty, Kathryn Alloway Page","Based on true events, this award-winning short drama contrasts one man's dedication to his family to another's search for meaning in life.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTM3NDg2NzI1MV5BMl5BanBnXkFtZTcwNDgyOTc0MQ@@._V1_SX300.jpg,N/A,7.2,11,tt0796337,movie,N/A,N/A,N/A,N/A,True,7.2/10,,,,,,,
Painted Woman,2017,Not Rated,10 Nov 2017,108 min,"Romance, Western",James Cotten,"James Cotten, Amber Lindley, Dusty Richards","Stef Dawson, Matt Dallas, Kiowa Gordon","Julie's time with her benefactor, Kyle Allison, is coming to a dangerous close, but she is given two chances of escape from two very different men - a hired assassin and a wayward horse trainer with a dark past. Which man will sav...",English,United States,10 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BYzNhODI3MzMtZTVkMS00MjQ2LTkxMzgtMmU4MmUxZDI4NDBiXkEyXkFqcGdeQXVyNDgwMDgxMg@@._V1_SX300.jpg,N/A,5.5,"2,115",tt6281242,movie,N/A,"$10,298",N/A,N/A,True,5.5/10,,,,,,,
LBJ,2016,R,03 Nov 2017,98 min,"Biography, Drama, History",Rob Reiner,Joey Hartstone,"Woody Harrelson, Michael Stahl-David, Richard Jenkins","Lyndon B. Johnson aligns himself with John F. Kennedy, rises to the Presidency, and deals with the civil rights struggles of the 1960s.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMzM2Njg5NDU4MF5BMl5BanBnXkFtZTgwMDMwMTQ1MzI@._V1_SX300.jpg,54,6.5,"7,988",tt4778988,movie,N/A,"$2,470,979",N/A,N/A,True,6.5/10,,55%,54/100,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
Lady Bird,2017,R,01 Dec 2017,94 min,"Comedy, Drama",Greta Gerwig,Greta Gerwig,"Saoirse Ronan, Laurie Metcalf, Tracy Letts","A fiercely independent teenager tries to make her own way in the world while wanting to get out of her hometown of Sacramento, California, and to get away from her complicated mother and recently-unemployed father.","English, Spanish",United States,Nominated for 5 Oscars. 124 wins & 228 nominations total,https://m.media-amazon.com/images/M/MV5BNjk5MzcyOWQtNzE1Mi00NzdmLTlkM2QtOTdjZThhMDc2Y2NjXkEyXkFqcGc@._V1_SX300.jpg,93,7.4,"356,429",tt4925292,movie,N/A,"$48,958,273",N/A,N/A,True,7.4/10,,99%,93/100,,,,
A Bad Moms Christmas,2017,R,01 Nov 2017,104 min,Comedy,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore","Mila Kunis, Kristen Bell, Kathryn Hahn","As their own mothers drop in unexpectedly, our three under-appreciated and over-burdened moms rebel against the challenges and expectations of the Super Bowl for mothers: Christmas.","English, Japanese","United States, China",1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMTUwNTA4MDMxNl5BMl5BanBnXkFtZTgwMjE4NjQ0MzI@._V1_SX300.jpg,42,5.6,"61,011",tt6359956,movie,N/A,"$72,110,659",N/A,N/A,True,5.6/10,,32%,42/100,,,,
Keep Watching,2017,R,31 Oct 2017,89 min,"Horror, Mystery, Thriller",Sean Carter,Joseph Dembner,"Bella Thorne, Chandler Riggs, Ioan Gruffudd",A family become imprisoned in their home by intruders who force them to play a life and death game where the mysterious rules become clear as the night unfolds.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZWQyODc2NTctZjhkMC00MGY1LThkY2YtMmY1ZTM0ZjgwYmYxXkEyXkFqcGc@._V1_SX300.jpg,N/A,4.3,"5,054",tt2531334,movie,N/A,"$94,178",N/A,N/A,True,4.3/10,,,,,,,
Amityville: The Awakening,2017,PG-13,12 Oct 2017,87 min,"Horror, Thriller",Franck Khalfoun,Franck Khalfoun,"Jennifer Jason Leigh, Bella Thorne, Mckenna Grace","A desperate single mother moves with her three children into the notorious, supposedly haunted, real-life Amityville house to try and use its dark powers to cure her comatose son. Things go horribly wrong.",English,"United States, United Kingdom",1 nomination total,https://m.media-amazon.com/images/M/MV5BMjQwOTI3Nzk5OV5BMl5BanBnXkFtZTgwMzY3NDMyODE@._V1_SX300.jpg,42,4.8,"16,426",tt1935897,movie,N/A,$742,N/A,N/A,True,4.8/10,,29%,42/100,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
All I See Is You,2016,R,27 Oct 2017,109 min,"Drama, Mystery",Marc Forster,"Sean Conway, Marc Forster","Blake Lively, Jason Clarke, Ahna O'Reilly",A blind woman's relationship with her husband changes when she regains her sight and discovers disturbing details about themselves.,English,"United States, Thailand",1 nomination total,https://m.media-amazon.com/images/M/MV5BNDI5NzU2OTM1MV5BMl5BanBnXkFtZTgwNzU3NzM3MzI@._V1_SX300.jpg,43,5.4,"13,951",tt4486986,movie,N/A,"$217,644",N/A,N/A,True,5.4/10,,30%,43/100,,,,
Jigsaw,2002,R,22 Oct 2002,78 min,"Horror, Sci-Fi, Thriller","Don Adams, Harry James Picardi","Don Adams, Harry James Picardi","Barret Walz, Aimee Bravo, Mia Zifkin, Arthur Simone",A group of art students working on their final project soon learn that putting a little of themselves into their work can be a bad thing.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQyNzExODY1NF5BMl5BanBnXkFtZTcwOTg1MDgxMQ@@._V1_SX300.jpg,N/A,3.3,485,tt0330489,movie,N/A,N/A,N/A,N/A,True,3.3/10,,,,,,,
Jigsaw,1962,Not Rated,16 Oct 1963,97 min,"Crime, Drama, Mystery",Val Guest,"Hillary Waugh, Val Guest","Jack Warner, Ronald Lewis, Yolande Donlan",A woman is found murdered in a house along the coast from Brighton. Local detectives Fellows and Wilks lead an investigation methodically following up leads and clues mostly in Brighton and Hove but also further afield.,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BNjBhZTVmNGQtMjdlZi00MTA4LWEzNmItNGM2ZGZhYmM1NjYwXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.2,"1,709",tt0056121,movie,N/A,N/A,N/A,N/A,True,7.2/10,,,,,,,
Jigsaw,1990,N/A,N/A,89 min,N/A,Marc Gracie,"Marc Gracie, Chris Thompson","Rebecca Gibney, Michael Coard, Dominique Sweeney",Virginia York's husband is killed on the first day of their honeymoon and she is the prime suspect,English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BZWZhZjhiMTYtZDZlMC00ZmVjLTlkMzgtMmY3ZjllZDI3Y2IzXkEyXkFqcGdeQXVyMDM3ODU0Nw@@._V1_SX300.jpg,N/A,4.6,21,tt0099882,movie,N/A,N/A,N/A,N/A,True,4.6/10,,,,,,,
Thank You for Your Service,2015,N/A,16 Sep 2016,88 min,"Documentary, Drama",Tom Donahue,N/A,"Mark Russell, Mike Mullen, Robert Gates",An investigation into the failed mental health policies within the US military and the deadly consequences to the troops.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTczOTE5OTkyM15BMl5BanBnXkFtZTgwODg4NTkyNzE@._V1_SX300.jpg,N/A,7.5,121,tt2352196,movie,N/A,"$21,497",N/A,N/A,True,7.5/10,,,,,,,
Jigsaw,1968,Approved,07 Jun 1968,97 min,"Mystery, Thriller",James Goldstone,"Ranald MacDougall, Peter Stone, Howard Fast","Harry Guardino, Bradford Dillman, Hope Lange","After inadvertently ingesting some sugar laced with LSD, a man wakes up with amnesia and in the middle of a murder plot.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYmZmY2M4ZjQtZWJkMi00NTNmLTlhYjgtZTAzMWI4ZjZiZTM5XkEyXkFqcGc@._V1_SX300.jpg,N/A,5.7,196,tt0063155,movie,N/A,N/A,N/A,N/A,True,5.7/10,,,,,,,
Jigsaw,1972,N/A,26 Mar 1972,100 min,"Crime, Drama",William A. Graham,Robert E. Thompson,"James Wainwright, Vera Miles, Andrew Duggan",A detective specializing in missing persons cases is accused of murder after being found unconscious in the apartment of a murdered state official.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYTVkOTQwZGUtMDdmMi00OGUwLWJkMmYtOTllNzQ2MWZkY2E3XkEyXkFqcGdeQXVyNzcyMzM5NjA@._V1_SX300.jpg,N/A,7.6,24,tt0067271,movie,N/A,N/A,N/A,N/A,True,7.6/10,,,,,,,
Jigsaw,1949,Passed,11 Mar 1949,72 min,"Crime, Drama, Film-Noir",Fletcher Markle,"Fletcher Markle, Vincent McConnor, John Roeburt","Franchot Tone, Jean Wallace, Myron McCormick",New York Assistant District Attorney Howard Malloy investigates a series of murders and uncovers an extremist group.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjc0ZmEwOTUtNDE5Ni00YWM1LWE0NmQtYjc1NzRkZTU0ZmZjXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,N/A,5.6,962,tt0041523,movie,N/A,N/A,N/A,N/A,True,5.6/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
Let There Be Light,1980,Not Rated,16 Dec 1980,58 min,"Documentary, War",John Huston,"John Huston, Charles Kaufman","Walter Huston, Benjamin Simon",A group of mentally traumatized veteran patients is followed as they go through psychiatric treatment.,English,United States,1 win,https://m.media-amazon.com/images/M/MV5BMmE1MmMwMzUtMGM1ZS00Mjg1LWFiMDYtODgxMTA5ZWM4YzQzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,N/A,7.4,"1,998",tt0038687,movie,N/A,N/A,N/A,N/A,True,7.4/10,,86%,,,,,
Jigsaw,2017,R,27 Oct 2017,92 min,"Horror, Mystery, Thriller","Michael Spierig, Peter Spierig","Josh Stolberg, Pete Goldfinger","Matt Passmore, Tobin Bell, Callum Keith Rennie",Police search for a supposed to be dead killer who forces his victims to play sadistic games of life and death.,English,"United States, Canada",N/A,https://m.media-amazon.com/images/M/MV5BZDk1ZTk1ZGYtNmViOS00NDExLTg0NTktMGZjYzg2ZDJlNmViXkEyXkFqcGc@._V1_SX300.jpg,39,5.7,"99,346",tt3348730,movie,N/A,"$38,052,832",N/A,N/A,True,5.7/10,,32%,39/100,,,,
Thank You for Your Service,2017,R,27 Oct 2017,109 min,"Biography, Drama, War",Jason Hall,"David Finkel, Jason Hall","Miles Teller, Beulah Koale, Joe Cole","A group of U.S. soldiers returning from Iraq struggle to integrate back into family and civilian life, while living with the memory of a war that threatens to destroy them long after they've left the battlefield.",English,"United States, India",1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMTA0NTM5NzgzMjJeQTJeQWpwZ15BbWU4MDAwODc3NjIy._V1_SX300.jpg,68,6.6,"16,363",tt2776878,movie,N/A,"$9,536,300",N/A,N/A,True,6.6/10,,77%,68/100,,,,
Let There Be Light,2021,N/A,09 Sep 2021,N/A,"Short, Drama",Jon K. Jones,Jon K. Jones,"Naomë Antoinette, Doron JePaul Mitchell","A portrait of African-American inventor, engineer, poet, artist, and American Civil War veteran, Lewis H. Latimer told through the experiences of his wife, Mary.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjY3YmE3OGUtYzkzZi00ZmMzLThmMGYtYTA4YzdjMmM5MGQ4XkEyXkFqcGdeQXVyMTA4NTkwMzI0._V1_SX300.jpg,N/A,N/A,N/A,tt14971194,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Let There Be Light,2017,Not Rated,10 Mar 2017,80 min,Documentary,"Mila Aung-Thwin, Van Royko","Mila Aung-Thwin, Bob Moore","Mark Henderson, Jeffrey Harris, Michel Laberge","Let There Be Light follows the story of dedicated scientists working to build a small sun on Earth, which would unleash perpetual, cheap, clean energy for mankind. After decades of failed attempts, a massive push is now underway t...","English, French, German","Canada, France, Italy, Switzerland, United States",2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BYmQ4ZTkxMTAtZjZhZi00ZjM0LWFiZGUtYjhiM2Q2MTg3ZmQ2XkEyXkFqcGdeQXVyMTE0MTUxMTQ@._V1_SX300.jpg,N/A,6.6,209,tt6184774,movie,N/A,N/A,N/A,N/A,True,6.6/10,,100%,,,,,
Suburbicon,2017,R,27 Oct 2017,105 min,"Comedy, Crime, Drama",George Clooney,"Joel Coen, Ethan Coen, George Clooney","Matt Damon, Julianne Moore, Oscar Isaac","As a 1950s suburban community self-destructs, a home invasion has sinister consequences for one seemingly normal family.",English,"United Kingdom, United States, China",4 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMjIxYzIyY2YtMDNjYS00ZGJkLWE0ZGYtMDMxNzJhZDZjYzI0XkEyXkFqcGc@._V1_SX300.jpg,42,5.8,"48,684",tt0491175,movie,N/A,"$5,775,178",N/A,N/A,True,5.8/10,,,42/100,,,,
Let There Be Light,2017,PG-13,03 Nov 2017,100 min,Drama,Kevin Sorbo,"Sam Sorbo, Dan Gordon","Kevin Sorbo, Sam Sorbo, Daniel Roebuck",An atheist goes through a near-death experience in a car accident before converting to Christianity.,English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BZmI2N2QxYjgtYjE3OC00ZmY5LTgyNjktMzU3NzE5ZmE1MzYzXkEyXkFqcGc@._V1_SX300.jpg,N/A,4.6,"3,374",tt5804314,movie,N/A,"$7,233,471",N/A,N/A,True,4.6/10,,100%,,,,,
Let There Be Light,2016,N/A,N/A,52 min,Documentary,Supriyo Sen,Supriyo Sen,N/A,"The light art industry of Chandannagar originated in the sixties as small handicraft units to illuminate the Jagaddhatri Puja festival of the town. The diverse story ideas, unique innovations and creative execution, however, soon mad",Bengali,India,N/A,N/A,N/A,N/A,N/A,tt14593782,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
The Work,2017,Not Rated,08 Sep 2017,89 min,Documentary,"Jairus McLeary, Gethin Aldous",N/A,"James McLeary, Alvin 'Bud' Wheeler, Neseli 'Kiki' Tagoai","Set inside a single room in Folsom Prison, three men from the outside participate in a four-day group-therapy retreat with a group of incarcerated men for a real look at the challenges of rehabilitation.",English,United States,5 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BNmYwYTM3M2YtNjRkZi00NmViLWE1MzUtMWU0YzA3NzYxYjQ0XkEyXkFqcGc@._V1_SX300.jpg,84,7.8,"2,512",tt5836866,movie,N/A,"$5,853",N/A,N/A,True,7.8/10,,100%,84/100,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
The Snowman,2001,N/A,N/A,5 min,"Animation, Short",Lane Nakamura,Jonathan Lyons,N/A,N/A,English,United States,N/A,N/A,N/A,7.2,13,tt0758418,movie,N/A,N/A,N/A,N/A,True,7.2/10,,,,,,,
The Snowman,1933,N/A,25 Aug 1933,6 min,"Animation, Short, Fantasy",Ted Eshbaugh,N/A,N/A,"A young Eskimo and his animal friends build a snow man, only for it to come to life and terrorize the local wildlife.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYmQzODg4MDktMDVjNC00ODA3LWI4MWEtMTg0ZjNjYTQ5ZTA2L2ltYWdlXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,N/A,6.6,81,tt3977474,movie,N/A,N/A,N/A,N/A,True,6.6/10,,,,,,,
The Snowman,2009,N/A,19 Nov 2009,N/A,Documentary,Juliet Lamont,Juliet Lamont,N/A,N/A,English,Australia,2 nominations,https://m.media-amazon.com/images/M/MV5BYTEwYjFmNzQtODEyNy00ZjgwLWFiYWUtYTE2NmU2MTIzYzM3XkEyXkFqcGdeQXVyMjc3ODU3NDQ@._V1_SX300.jpg,N/A,7.1,39,tt1543053,movie,N/A,N/A,N/A,N/A,True,7.1/10,,,,,,,
The Snowman,1901,N/A,01 Jan 1901,N/A,"Comedy, Short",N/A,N/A,N/A,N/A,None,United Kingdom,N/A,N/A,N/A,N/A,N/A,tt0447451,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Only the Brave,1994,N/A,31 Aug 1994,59 min,"Drama, Romance",Ana Kokkinos,"Ana Kokkinos, Mira Robertson","Elle Mandalis, Dora Kaskanis, Maude Davey","A teenage pyromaniac catches the attention of another girl, who takes desperate, self-destructive measures to be noticed within their dysfunctional community.",English,Australia,4 wins total,https://m.media-amazon.com/images/M/MV5BMjE4NDM3NjE4OF5BMl5BanBnXkFtZTcwODExNDMzMQ@@._V1_SX300.jpg,N/A,5.2,123,tt0110738,movie,N/A,N/A,N/A,N/A,True,5.2/10,,,,,,,
The Snowman,2017,R,20 Oct 2017,119 min,"Crime, Drama, Horror",Tomas Alfredson,"Jo Nesbø, Peter Straughan, Hossein Amini","Michael Fassbender, Rebecca Ferguson, Charlotte Gainsbourg",Detective Harry Hole investigates the disappearance of a woman whose scarf is found wrapped around an ominous-looking snowman.,"English, Russian","United Kingdom, Sweden, China, United States",1 nomination total,https://m.media-amazon.com/images/M/MV5BNDg1NjYyMTEyOF5BMl5BanBnXkFtZTgwNzY4MDMyMzI@._V1_SX300.jpg,23,5.2,"75,486",tt1758810,movie,N/A,"$6,700,035",N/A,N/A,True,5.2/10,,7%,23/100,,,,
Only the Brave,2006,R,17 Feb 2006,99 min,"Drama, War",Lane Nishikawa,Lane Nishikawa,"Tamlyn Tomita, Lane Nishikawa, Greg Watanabe","A searing portrait of war and prejudice, ""Only the Brave"" takes you on a haunting journey into the hearts and minds of the Japanese American 100th Infantry Battalion and 442nd Regimental Combat Team. After Japan attacked Pearl Har...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTkyNDk0NzEwOV5BMl5BanBnXkFtZTcwODAwMjc3Mg@@._V1_SX300.jpg,N/A,5.3,930,tt0410403,movie,N/A,"$150,000",N/A,N/A,True,5.3/10,,,,,,,
The Killing of a Sacred Deer,2017,R,03 Nov 2017,121 min,"Drama, Horror, Mystery",Yorgos Lanthimos,"Yorgos Lanthimos, Efthimis Filippou","Barry G. Bernson, Herb Caillouet, Bill Camp","Steven, a charismatic surgeon, is forced to make an unthinkable sacrifice after his life starts to fall apart, when the behavior of a teenage boy he has taken under his wing turns sinister.","English, French","Ireland, United Kingdom, United States",7 wins & 53 nominations total,https://m.media-amazon.com/images/M/MV5BMjU4NDcwOTA2NF5BMl5BanBnXkFtZTgwMjE2OTg4MzI@._V1_SX300.jpg,73,7.0,"207,548",tt5715874,movie,N/A,"$2,291,901",N/A,N/A,True,7.0/10,,79%,73/100,,,,
The Snowman,1995,N/A,N/A,8 min,Short,Philip S. Solomon,N/A,N/A,"A meditation on memory, burial and decay.",N/A,United States,N/A,N/A,N/A,7.7,78,tt0279420,movie,N/A,N/A,N/A,N/A,True,7.7/10,,,,,,,
Same Kind of Different as Me,2017,PG-13,20 Oct 2017,119 min,"Biography, Drama",Michael Carney,"Ron Hall, Denver Moore, Lynn Vincent","Greg Kinnear, Renée Zellweger, Djimon Hounsou","International art dealer Ron Hall must befriend a dangerous homeless man in order to save his struggling marriage to his wife, a woman whose dreams will lead all three of them on the journey of their lives.",English,United States,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BNDBhNDAzZDktOWZjYi00ZjJiLTg2YTItMmU2ZjU3NzljMTUzXkEyXkFqcGc@._V1_SX300.jpg,47,6.6,"8,900",tt1230168,movie,N/A,"$6,423,605",N/A,N/A,True,6.6/10,,44%,47/100,,,,
Wonderstruck,2017,PG,20 Oct 2017,116 min,"Adventure, Drama, Mystery",Todd Haynes,Brian Selznick,"Oakes Fegley, Julianne Moore, Michelle Williams","Tells the tale of two children separated by fifty years. In 1927, Rose searches for the actress whose life she chronicles in her scrapbook; in 1977, Ben runs away from home to find his father.","English, Spanish",United States,1 win & 35 nominations total,https://m.media-amazon.com/images/M/MV5BMjM3NjY0MTYwM15BMl5BanBnXkFtZTgwMDI5NzA2MzI@._V1_SX300.jpg,71,6.2,"11,389",tt5208216,movie,N/A,"$1,060,377",N/A,N/A,True,6.2/10,,68%,71/100,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
Only the Brave,2017,PG-13,20 Oct 2017,134 min,"Action, Biography, Drama",Joseph Kosinski,"Sean Flynn, Ken Nolan, Eric Warren Singer","Josh Brolin, Miles Teller, Jeff Bridges","Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",English,United States,3 nominations total,https://m.media-amazon.com/images/M/MV5BMGI1Mzk3MmUtMTg4Ni00NzE2LTk1NzUtMmNhMDAxN2E0MWI2XkEyXkFqcGc@._V1_SX300.jpg,72,7.6,"85,788",tt3829920,movie,N/A,"$18,343,983",N/A,N/A,True,7.6/10,,87%,72/100,,,,
Only the Brave,1930,Passed,08 Mar 1930,66 min,"Action, Drama, Mystery",Frank Tuttle,"Edward E. Paramore Jr., Agnes Brand Leahy, Richard H. Digges Jr.","Gary Cooper, Mary Brian, Phillips Holmes","A Union captain (Gary Cooper) in the Civil War volunteers for spy duty, then meets and falls for a Southern belle (Mary Brian).",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMmI2MDBiZmUtMTgzYy00NzA1LTgwZWYtNjMxNjQ2MmYzYjA0XkEyXkFqcGdeQXVyMTcyODY2NDQ@._V1_SX300.jpg,N/A,6.4,114,tt0021219,movie,N/A,N/A,N/A,N/A,True,6.4/10,,,,,,,
The Snowman,1982,G,15 Dec 1984,26 min,"Animation, Adventure, Family","Jimmy T. Murakami, Dianne Jackson",Raymond Briggs,"David Bowie, Raymond Briggs, Mel Smith","On Christmas Eve, a young boy builds a snowman that comes to life and takes him to the North Pole to meet Father Christmas.",N/A,United Kingdom,Nominated for 1 Oscar. 2 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BOTAzYmU0NzctZTQwOS00MjYwLWJkZjctMmFiMWJkMTA2MjY1XkEyXkFqcGc@._V1_SX300.jpg,N/A,8.2,"17,496",tt0084701,movie,N/A,N/A,N/A,N/A,True,8.2/10,,80%,,,,,
Geostorm,2017,PG-13,20 Oct 2017,111 min,"Action, Sci-Fi, Thriller",Dean Devlin,"Dean Devlin, Paul Guyot","Gerard Butler, Jim Sturgess, Abbie Cornish","When the network of satellites designed to control the global climate starts to attack Earth, it's a race against the clock for its creator to uncover the real threat before a worldwide Geostorm wipes out everything and everyone.","English, Cantonese, Czech, Hungarian, Italian, Korean","United States, Hong Kong",1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMTA0OTQwMTIxNzheQTJeQWpwZ15BbWU4MDQ1MzI3OTMy._V1_SX300.jpg,21,5.4,"129,903",tt1981128,movie,N/A,"$33,700,160",N/A,N/A,True,5.4/10,,18%,21/100,,,,
